MSR_Id,MedianCarSpeed,Latitude,Longitude,Direction,Canton,Name,Direction:1,Street
CH:0073.02,104.300003,47.3120613,7.80758905,positive,SO,HAERKINGEN (AB),positive,A 1
CH:0290.01,86.5999985,47.310585,7.90067577,,AG,OFTRINGEN / ROTHRIST (AB) - AG1412,,A 1
CH:0290.05,109.699997,47.310688,7.90090847,negative,AG,OFTRINGEN / ROTHRIST (AB) - AG1412,negative,A 1
CH:0241.02,89.6999969,47.4287796,8.57203484,negative,ZH,OPFIKON (AB),negative,A 11
CH:0241.03,97.9000015,47.4287834,8.57207966,negative,ZH,OPFIKON (AB),negative,A 11
CH:0556.02,99.5,47.4819832,7.77775669,negative,#N/A,#N/A,negative,#N/A
CH:0602.01,61.4000015,47.435257,9.3961134,positive,SG,"ST. GALLEN, HARZBUECHEL (AB)",positive,A 1
CH:0126.04,77.0,47.0397568,8.29359436,positive,LU,"LUZERN, SONNENBERGTUNNEL (AB)",positive,A 2
CH:0053.01,97.9000015,47.1268883,9.10201359,positive,GL,"WEESEN, KERENZERBERG (AB)",positive,A 3
CH:0695.04,61.9000015,47.0904121,8.2492609,,LU,ANSCHL. ROTHENBURG,,A 2
CH:0138.01,59.0,46.2632141,10.1176901,negative,GR,BRUSIO N,negative,H 29
CH:0544.02,111.300003,47.4269943,8.37395,negative,AG,SPREITENBACH EINFAHRT (AB) - AG1444,negative,A 1
CH:0674.04,109.5,46.9467125,6.83689976,negative,NE,BOUDRY (AR),negative,A 5
CH:0524.02,50.0,46.5272026,8.9237051,positive,TI,OLIVONE - LUCOMAGNO,positive,H 416
CH:0605.08,60.0,47.4082146,9.30810928,,SG,"ST.GALLEN, ANSCHL. BREITFELD",,A1
CH:0789.01,49.2999992,47.5620995,9.12668991,positive,TG,WEINFELDEN,positive,H 14
CH:0020.06,90.8000031,47.4298248,8.51080036,negative,ZH,"UMF. ZUERICH N, AFFOLTERN (AB)",negative,A 1C
CH:0320.01,113.400002,46.8844337,9.5363493,negative,GR,CHUR NORD (AB),negative,A 13
CH:0195.04,104.300003,46.793499,8.66526985,positive,UR,ERSTFELD S (AB),positive,A 2
CH:0686.02,77.1999969,47.5789566,8.68300438,positive,ZH,ADLIKON (AB) - ZH4889,positive,A 4
CH:0261.02,66.0,46.641922,8.61381245,positive,UR,OBERALPPASS W,positive,H 19
CH:0293.01,,46.511261,8.70472145,negative,TI,QUINTO (AS),negative,A 2
CH:0384.06,81.0,47.3540993,8.52466202,positive,ZH,ZUERICH BRUNAU (AB) 2,positive,A 3
CH:0384.05,89.3000031,47.3540993,8.52471828,positive,ZH,ZUERICH BRUNAU (AB) 2,positive,A 3
CH:0339.08,,47.4560204,8.27211666,,AG,BADEN-WEST (AB) - AG1573,,A 1
CH:0727.03,100.699997,47.1539421,8.43400478,negative,ZG,VERZW. RUETIHOF (AB),negative,A 4
CH:0339.01,,47.4570732,8.27615929,positive,AG,BADEN-WEST (AB) - AG1573,positive,A 1
CH:0112.04,63.7000008,47.0210342,7.03112411,negative,NE,PONT DE THIELLE,negative,H 10
CH:0574.04,76.5,47.2726746,8.43796539,,ZH,ANSCHLUSS AFFOLTERN A.A 2 (AB) - ZH2104,,A 4
CH:0318.01,115.800003,47.0472565,9.43157101,positive,SG,MELS N (AB),positive,A 3
CH:0301.01,71.0,47.3634987,8.42322636,,ZH,BIRMENSDORF N (AB) - ZH1103,,A 4
CH:0370.03,114.099998,46.4752083,6.81361437,negative,VD,CHEXBRES E (AR),negative,A 9
CH:0566.07,96.3000031,47.341156,8.45750427,negative,ZH,DREIECK ZUERICH-WEST 1 (AB) - ZH1202,negative,A 4
CH:0313.02,125.0,46.2076912,7.2720046,positive,VS,ARDON (AR),positive,A 9
CH:0157.02,40.0,46.6812897,9.5254221,negative,GR,"ALVASCHEIN, SOLISTUNNEL",negative,H 417
CH:0246.04,86.1999969,47.6509819,9.15385151,negative,TG,"KREUZLINGEN, GIRSBAERGTUNNEL N (AB)",negative,A 7
CH:0165.04,113.599998,46.1189232,7.06954575,negative,VS,MARTIGNY N (AR),negative,A 9
CH:0117.04,126.800003,47.1735115,8.43213081,positive,ZG,HUENENBERG S (AB),positive,A 4
CH:0033.04,,47.3965454,7.81383181,positive,BL,EPTINGEN N (AB),positive,A 2
CH:0033.01,71.3000031,47.3965607,7.81335735,negative,BL,EPTINGEN N (AB),negative,A 2
CH:0766.01,76.5999985,47.2396011,8.86434269,negative,SG,JONA,negative,A 15
CH:0844.02,50.0,47.69104,8.62192631,positive,SH,BAHNTAL GALGENBUCKTUNNEL,positive,A 4
CH:0321.03,63.5,47.5722122,7.59870434,positive,BS,"BASEL, ANSCHLUSS WIESE, A3 (AB)",positive,A 3
CH:0081.02,91.3000031,47.5387535,7.6448245,negative,BL,"MUTTENZ, HARD (AB)",negative,A 2
CH:0199.04,95.5,45.8644676,8.97068596,positive,TI,MENDRISIO S (AS),positive,A 2
CH:0602.03,60.0999985,47.4353142,9.39606667,negative,SG,"ST. GALLEN, HARZBUECHEL (AB)",negative,A 1
CH:0797.01,98.5999985,47.4739418,7.0010767,negative,JU,"NEU-BOIS, TUNNEL N (AR)",negative,A 16
CH:0614.02,83.3000031,46.9721336,8.44056416,negative,NW,ANSCHLUSS BUOCHS RI ALTDORF (AB),negative,A 2
CH:0765.01,60.2999992,47.3979836,9.29671478,positive,SG,"ST.GALLEN, WINKELN ALTER ZOLL - SG51",positive,H 8
CH:0364.02,75.0,47.0379486,7.73880672,negative,BE,"SUMISWALD, GAMMENTHAL",negative,H 23
CH:0216.03,128.100006,47.1936111,8.89496136,negative,SZ,WANGEN SZ (AB),negative,A 3
CH:0581.01,106.5,47.3349152,8.52409649,positive,ZH,"WOLLISHOFEN, ENTLISBERG (AB ) - ZH1213",positive,A 3
CH:0396.02,54.2999992,46.6195145,7.68501997,positive,BE,REICHENBACH S,positive,H 223
CH:0339.06,,47.4572639,8.27604675,negative,AG,BADEN-WEST (AB) - AG1573,negative,A 1
CH:0285.04,93.4000015,46.9559898,7.41801786,positive,BE,"BERN, FORSTHAUS (AB)",positive,A 1
CH:0354.02,,46.5188446,7.31046629,positive,BE,SAANENMOESER,positive,H 11
CH:0563.03,53.0,47.3481598,8.42521954,,ZH,ANSCHLUSS BIRMENSDORF 1 EIN-AUSFAHRT (AB) -ZH1105,,A 4
CH:0246.03,97.3000031,47.6509666,9.15389442,negative,TG,"KREUZLINGEN, GIRSBAERGTUNNEL N (AB)",negative,A 7
CH:0214.04,96.8000031,46.9514122,7.38426447,negative,BE,"BERN, BRUENNENTUNNEL (AB)",negative,A 1
CH:0580.06,78.3000031,47.3468666,8.52011585,negative,ZH,DREIECK ZUERICH-SUED N (AB) - ZH1210,negative,A 3
CH:0579.02,88.5,47.3410301,8.52190208,positive,ZH,DREIECK ZUERICH-SUED S (AB) - ZH1209,positive,A 3
CH:0743.02,84.4000015,46.5610619,6.56104469,,VD,CRISSIER (AR) RI NORD,,A 1
CH:0215.02,125.0,47.5944595,9.00679207,positive,TG,MUELLHEIM (AB),positive,A 7
CH:0673.04,114.800003,46.9288025,6.81963158,negative,NE,BEVAIX (AR),negative,A 5
CH:0851.04,125.0,46.1137428,7.09022427,negative,VS,ECHANGEUR GD.ST.BERNARD OUEST (AR),negative,A 9
CH:0303.04,,47.4570465,9.07379246,negative,SG,THURAU (AB),negative,A 1
CH:0695.07,61.0,47.0890656,8.25213623,,LU,ANSCHL. ROTHENBURG,,A 2
CH:0102.02,103.900002,47.5446396,7.78233099,positive,AG,RHEINFELDEN (AB),positive,A 3
CH:0335.01,84.6999969,47.3049507,7.92487717,,AG,WIGGERTAL (AB) - AG1411,,A 1
CH:0320.03,122.5,46.8843765,9.53649235,positive,GR,CHUR NORD (AB),positive,A 13
CH:0180.03,46.5,47.7408409,8.71369839,positive,SH,THAYNGEN,positive,H 15
CH:0123.01,70.5999985,47.7138481,8.64948368,negative,SH,SCHAFFHAUSEN N (AB),negative,A 4
CH:0261.01,73.0,46.6419487,8.61380577,negative,UR,OBERALPPASS W,negative,H 19
CH:0676.04,99.4000015,47.0046158,6.96367025,negative,NE,HAUTERIVE (AR),negative,A 5
CH:0329.02,121.800003,46.9425697,7.15352964,positive,FR,"MURTEN, LOEWENBERG (AB)",positive,A 1
CH:0033.03,69.5,47.3966026,7.81345606,negative,BL,EPTINGEN N (AB),negative,A 2
CH:0081.08,93.5999985,47.5389557,7.64495897,positive,BL,"MUTTENZ, HARD (AB)",positive,A 2
CH:0540.01,67.6999969,47.2758331,7.51819706,positive,SO,WELSCHENROHR W,positive,H 30
CH:0247.01,105.0,46.8446007,6.68677855,positive,VD,ONNENS VD (AR),positive,A 5
CH:0347.04,,47.5416908,7.7641716,negative,AG,RHEINFELDEN (AB) - AG1426,negative,A 3
CH:0851.02,119.300003,46.1136398,7.09023952,positive,VS,ECHANGEUR GD.ST.BERNARD OUEST (AR),positive,A 9
CH:0605.03,55.5,47.408432,9.30785656,,SG,"ST.GALLEN, ANSCHL. BREITFELD",,A1
CH:0320.04,113.0,46.8843575,9.53653812,positive,GR,CHUR NORD (AB),positive,A 13
CH:0619.05,81.1999969,47.1988564,8.45952606,,ZG,BLEGI S (AB),,A 4
CH:0265.02,121.400002,46.2841492,8.99300194,negative,TI,MOLENO N (AS),negative,A 2
CH:0640.06,90.1999969,47.5306587,8.81434822,,ZH,ANSCHLUSS ATTIKON (AB)),,A 1
CH:0264.01,48.2999992,46.8710976,8.78112698,positive,UR,KLAUSENPASS W,positive,H 17
CH:0673.01,110.0,46.9287186,6.81980753,positive,NE,BEVAIX (AR),positive,A 5
CH:0123.06,77.0,47.7138405,8.65039444,positive,SH,SCHAFFHAUSEN N (AB),positive,A 4
CH:0055.02,112.599998,47.2119293,8.67221069,positive,ZH,RICHTERSWIL (AB),positive,A 3
CH:0260.01,45.2999992,46.5931778,8.46073341,positive,UR,"FURKAPASS, TIEFENBACH",positive,H 19
CH:0191.03,119.800003,47.0454178,8.55920887,positive,SZ,GOLDAU S (AB),positive,A 4
CH:0727.07,76.5999985,47.1541367,8.43448257,,ZG,VERZW. RUETIHOF (AB),,A 4
CH:0561.01,69.3000031,47.3715897,8.42026043,,ZH,ANSCHLUSS URDORF S 1 - ZH1102,,A 4
CH:0678.05,93.9000015,47.0837784,8.27289104,positive,LU,ANSCHL. EMMEN NORD,positive,A 2
CH:0528.03,112.099998,46.7300415,8.62689304,positive,UR,GURTNELLEN (AB),positive,A 2
CH:0340.06,,47.4585762,8.28536415,negative,AG,BADEN-WEST (AB) - AG1441,negative,A 1
CH:0340.01,,47.4582138,8.28517914,positive,AG,BADEN-WEST (AB) - AG1441,positive,A 1
CH:0573.04,96.4000015,47.2965279,8.4288559,positive,ZH,"ISLISBERG, ISLISBERGTUNNEL S (AB) - ZH2103",positive,A 4
CH:0573.01,102.099998,47.2966499,8.4285183,negative,ZH,"ISLISBERG, ISLISBERGTUNNEL S (AB) - ZH2103",negative,A 4
CH:0516.04,111.800003,47.5303116,8.77272511,negative,ZH,ANSCHLUSS OBERWINTERTHUR 1 (AB),negative,A 1
CH:0760.02,35.5,47.3458595,8.74354553,negative,ZH,USTER O,negative,A 15
CH:0003.02,46.7999992,46.1050606,8.69822979,positive,TI,BRISSAGO S,positive,H 13
CH:0210.04,,47.5288734,7.7374506,positive,BL,"AUGST S, VERZW. A2/A3 (AB)",positive,A 2
CH:0692.01,50.2999992,47.0075569,9.07846355,positive,GL,"GLARUS S, MITLOEDI",positive,H 17
CH:0291.01,83.0999985,46.5462418,6.56897831,positive,VD,RENENS (AR),positive,A 1
CH:0508.04,82.5999985,45.8931084,8.97610378,positive,TI,MENDRISIO N (AS),positive,A 2
CH:0541.02,119.900002,47.1494865,8.42776108,negative,ZG,GISIKON (AB),negative,A 14
CH:0035.04,92.3000031,47.0388451,9.46286964,positive,SG,TRUEBBACH S (AB),positive,A 13
CH:0383.02,78.1999969,47.3495483,8.52344418,,ZH,ZUERICH BRUNAU (AB) 1,,A 3
CH:0383.01,82.0,47.3496017,8.52334309,,ZH,ZUERICH BRUNAU (AB) 1,,A 3
CH:0635.02,81.8000031,46.6814079,8.81194496,positive,GR,"TAVETSCH, CRESTAS-TUNNEL -  GR0306",positive,H 19
CH:0035.01,81.3000031,47.0388069,9.46235752,negative,SG,TRUEBBACH S (AB),negative,A 13
CH:0229.03,120.699997,47.3161163,7.94427252,negative,AG,OFTRINGEN E (AB),negative,A 1
CH:0391.01,81.8000031,46.6516762,6.78880167,negative,VD,MOUDON S,negative,H 1
CH:0115.02,76.9000015,47.0602417,8.28802013,negative,LU,"LUZERN, REUSSPORTTUNNEL (AB)",negative,A 2
CH:0647.01,79.5,46.7802315,7.09046793,,FR,ANSCHLUSS MATRAN S,,A 12
CH:0127.03,91.0,46.7430573,6.52357674,negative,VD,ORBE N (AR),negative,A 9
CH:0378.01,73.6999969,47.6745644,8.6239996,,ZH,UHWIESEN ANSCHLUSS (AB),,A 4
CH:0098.01,56.7999992,46.3334999,9.53078747,negative,GR,CASTASEGNA,negative,H 3
CH:0837.01,91.0,47.4085617,8.58642006,positive,ZH,SCHWAMENDINGEN (AB),positive,A 1
CH:0837.08,83.0999985,47.4088936,8.5865736,negative,ZH,SCHWAMENDINGEN (AB),negative,A 1
CH:0042.04,,46.9585648,7.47041368,positive,BE,UMF. BERN OST (AB),positive,A 6
CH:0801.01,119.300003,47.0134315,7.00916529,negative,NE,MARIN EST (AB),negative,A 5
CH:0042.02,,46.9586258,7.47033167,negative,BE,UMF. BERN OST (AB),negative,A 6
CH:0590.02,94.6999969,47.3472595,8.42826748,negative,ZH,ANSCHLUSS BIRMENSDORF 2 (AB) - ZH1108,negative,A 3
CH:0764.01,46.9000015,47.2163391,8.61096287,negative,ZH,HIRZEL,negative,H 338
CH:0054.03,109.300003,47.3197746,8.5344677,negative,ZH,ADLISWIL (AB),negative,A 3
CH:0298.03,119.800003,47.4026337,8.20717907,negative,AG,OTHMARSINGEN (AB),negative,A 1
CH:0066.06,118.199997,47.4056129,8.45954609,negative,ZH,SCHLIEREN (AB),negative,A 1
CH:0615.04,40.0,46.9667473,8.35429192,,NW,ANSCHLUSS STANS NORD RI ALTDORF (AB),,A 2
CH:0615.02,103.199997,46.9669609,8.35348797,negative,NW,ANSCHLUSS STANS NORD RI ALTDORF (AB),negative,A 2
CH:0672.04,101.900002,46.9119606,6.7986536,negative,NE,GORGIER (AR),negative,A 5
CH:0672.03,108.5,46.9119568,6.79868174,negative,NE,GORGIER (AR),negative,A 5
CH:0589.03,73.0,47.3484344,8.42644501,positive,ZH,ANSCHLUSS BIRMENSDORF 1 (AB) - ZH1107,positive,A 3
CH:0776.01,58.0,47.3614693,9.29438972,positive,AR,WALDSTATT,positive,H 8
CH:0537.01,62.7999992,46.4757195,6.86152029,,VD,VEVEY (AR),,A 9
CH:0331.04,119.5,46.5019493,6.89692259,negative,VD,CHATEL ST. DENIS (AR),negative,A 12
CH:0237.03,,47.1763306,7.42516232,negative,SO,GRENCHEN (AB),negative,A 5
CH:0331.02,116.599998,46.5019035,6.89704704,positive,VD,CHATEL ST. DENIS (AR),positive,A 12
CH:0569.02,52.0,47.3355484,8.46105862,,ZH,DREIECK ZUERICH-WEST 4 (AB) - ZH1205,,A 4
CH:0569.01,49.2999992,47.3355179,8.4603014,,ZH,DREIECK ZUERICH-WEST 4 (AB) - ZH1205,,A 4
CH:0675.04,87.0,46.9835625,6.90976572,negative,NE,NEUCHATEL-OUEST TUNNEL (AR),negative,A 5
CH:0570.03,90.0,47.3933144,8.41654873,positive,ZH,URDORF N (AB) - ZH1302,positive,A 3
CH:0205.05,92.8000031,47.0748367,8.29405022,positive,LU,"EMMENBRUECKE, GRUEBLISCH. (AB)",positive,A 2
CH:0618.01,75.8000031,47.2014389,8.46184444,,ZG,BLEGI N (AB),,A 4
CH:0282.01,67.5999985,47.420681,9.33621693,positive,SG,"ST. JOSEFEN, SITTERVIADUKT (AB)",positive,A 1
CH:0338.01,106.599998,47.4505386,8.25941563,positive,AG,BADEN-WEST (AB) - AG1442,positive,A 1
CH:0282.05,70.3000031,47.4208298,9.33612156,negative,SG,"ST. JOSEFEN, SITTERVIADUKT (AB)",negative,A 1
CH:0562.03,101.699997,47.3551865,8.42194176,negative,ZH,"BIRMENSDORF, HAFNERBERGTUNNEL (AB) - ZH1104",negative,A 4
CH:0562.04,99.0999985,47.3551788,8.42164803,positive,ZH,"BIRMENSDORF, HAFNERBERGTUNNEL (AB) - ZH1104",positive,A 4
CH:0687.01,39.9000015,46.8758965,8.64929867,negative,UR,"ALTDORF, GOTTHARDSTRASSE - UR6014",negative,H 2
CH:0631.02,45.0,46.8249512,9.54016495,positive,GR,MALIX N  - GR213,positive,H 3A
CH:0517.02,120.900002,47.4150429,9.27772427,positive,SG,"GOSSAU, OBERBERG (AB)",positive,A 1
CH:0257.02,,47.5792274,7.59948206,negative,BS,"BASEL, ANSCHLUSS WIESE, KLEINHAENINGEN (AB)",negative,A 2
CH:0517.04,110.599998,47.4151077,9.27783871,negative,SG,"GOSSAU, OBERBERG (AB)",negative,A 1
CH:0083.02,119.400002,46.3831024,6.92475986,positive,VD,VILLENEUVE (AR),positive,A 9
CH:0083.03,116.800003,46.3830872,6.92486286,negative,VD,VILLENEUVE (AR),negative,A 9
CH:0549.02,93.6999969,47.7933884,8.60306931,positive,SH,"BARGEN N, ZOLL (AB)",positive,A 4
CH:0270.02,,47.411602,8.57367039,positive,ZH,ZUERICH - OERLIKON (AB) ZH 1301,positive,A 1L
CH:0363.02,56.7999992,47.2471352,7.75765181,positive,BE,"AARWANGEN, SCHUERHOF",positive,H 244
CH:0318.04,111.0,47.0473175,9.43175125,negative,SG,MELS N (AB),negative,A 3
CH:0505.01,113.199997,46.4140396,6.23374653,positive,VD,"GLAND, DUILLIER (AR)",positive,A 1
CH:0542.05,112.900002,47.4355812,8.35303688,negative,AG,SPREITENBACH W (AB) - AG1446,negative,A 1
CH:0301.03,92.5999985,47.3646889,8.42414284,positive,ZH,BIRMENSDORF N (AB) - ZH1103,positive,A 4
CH:0301.02,79.0,47.3646927,8.42409134,positive,ZH,BIRMENSDORF N (AB) - ZH1103,positive,A 4
CH:0668.01,56.2000008,46.2469864,6.93685389,negative,VS,MONTHEY - VS164002,negative,H 201
CH:0828.03,124.300003,47.0808754,9.50107288,positive,SG,TRUEBBACH N (AB),positive,A 13
CH:0280.04,,47.3909645,8.14183235,negative,AG,SCHAFISHEIM (AB) -  AG1410,negative,A 1
CH:0370.01,81.0999985,46.4750671,6.81361389,positive,VD,CHEXBRES E (AR),positive,A 9
CH:0325.04,116.0,46.8493881,7.17646456,negative,FR,DUEDINGEN S (AB),negative,A 12
CH:0051.02,46.0,45.84692,8.93453693,positive,TI,STABIO,positive,H 394
CH:0051.01,43.2000008,45.8469658,8.93451118,negative,TI,STABIO,negative,H 394
CH:0337.01,108.800003,47.4266777,8.2351265,positive,AG,BIRRHARD (AB) - AG1406,positive,A 1
CH:0612.02,56.5,47.4708023,8.19210625,negative,AG,"BRUGG W, UNTERFUEHRUNG - AG1533",negative,H 5
CH:0218.02,109.5,47.0412941,7.03053188,positive,NE,CRESSIER (AR),positive,A 5
CH:0287.03,,47.4244041,8.48388958,negative,ZH,"WEININGEN, GUBRIST (AB)",negative,A 1C
CH:0763.01,112.0,47.2812271,8.82382679,negative,ZH,HINWIL S,negative,A 15
CH:0345.03,84.5,47.5344543,7.74140644,positive,AG,RHEINFELDEN (AB) - AG1424,positive,A 3
CH:0509.01,103.099998,46.4682274,6.34413862,positive,VD,ROLLE N (AR),positive,A 1
CH:0022.04,116.800003,47.367382,9.62212467,positive,SG,KRIESSERN (AB),positive,A 13
CH:0566.03,78.6999969,47.3427238,8.45872879,negative,ZH,DREIECK ZUERICH-WEST 1 (AB) - ZH1202,negative,A 4
CH:0578.01,100.5,47.3443718,8.51403332,negative,ZH,UETLIBERGTUNNEL E (AB) - ZH1208,negative,A 3
CH:0522.01,93.5999985,47.3409233,7.83337688,negative,SO,BELCHEN S (AB),negative,A 2
CH:0238.04,98.5,46.759079,9.42459583,positive,GR,ROTHENBRUNNEN S (AB),positive,A 13
CH:0238.01,99.9000015,46.7590446,9.42446518,negative,GR,ROTHENBRUNNEN S (AB),negative,A 13
CH:0342.01,116.599998,47.4226952,8.38875008,positive,AG,DIETIKON (AB) - AG1400,positive,A 1
CH:0639.04,105.099998,47.49786,8.69385242,negative,ZH,WINTERTHUR TOESS (AB) - ZH105,negative,A 1
CH:0696.02,69.0,47.210247,7.73704958,negative,BE,BUETZBERG,negative,H 1
CH:0121.02,118.0,46.9631805,6.86743116,positive,NE,"COLOMBIER, AREUSE (AR)",positive,A 5
CH:0017.03,106.300003,47.3878708,8.1010952,negative,AG,BUCHS AG (AB),negative,A 1R
CH:0563.02,51.7000008,47.348156,8.42526817,,ZH,ANSCHLUSS BIRMENSDORF 1 EIN-AUSFAHRT (AB) -ZH1105,,A 4
CH:0189.02,61.7000008,47.0680008,6.76747799,positive,NE,LE LOCLE E,positive,H 20
CH:0619.03,90.0999985,47.1989326,8.45944786,positive,ZG,BLEGI S (AB),positive,A 4
CH:0374.03,109.699997,47.329937,8.5289259,positive,ZH,WOLLISHOFEN (AB) RI SARGANS - ZH1215,positive,A 3
CH:0072.03,,47.382206,8.11104774,negative,AG,HUNZENSCHWIL (AB),negative,A 1
CH:0329.03,122.300003,46.9425583,7.15331221,negative,FR,"MURTEN, LOEWENBERG (AB)",negative,A 1
CH:0518.03,68.0,47.3934212,8.49397469,positive,ZH,ZUERICH HARDTURM (AB),positive,A 1H
CH:0312.03,,47.4490395,8.23760033,negative,AG,MUELLIGEN OST (AB) - AG1422,negative,A 3
CH:0336.01,,47.3215866,7.96567059,positive,AG,WALTERSWIL (AB) - AG1413,positive,A 1
CH:0393.04,79.0999985,46.8433304,8.20024967,positive,OW,"SACHSELN, ZOLLHAUS",positive,A 8
CH:0393.02,60.7000008,46.8438225,8.20078754,negative,OW,"SACHSELN, ZOLLHAUS",negative,A 8
CH:0200.02,72.0999985,46.1513824,6.09680176,positive,GE,"GENEVE, BARDONNEX (AR)",positive,A 1A
CH:0117.05,118.599998,47.1735115,8.43217468,positive,ZG,HUENENBERG S (AB),positive,A 4
CH:0064.01,101.400002,46.5455971,6.63148642,positive,VD,CONT. DE LAUSANNE (AR),positive,A 9
CH:0625.02,121.099998,47.189621,8.49853706,negative,ZG,STEINHAUSEN E (AB),negative,A 14
CH:0207.04,,46.7877045,7.5994401,positive,BE,HEIMBERG (AB),positive,A 6
CH:0207.03,,46.7876854,7.59939194,positive,BE,HEIMBERG (AB),positive,A 6
CH:0555.02,99.5,47.4835739,7.77771616,negative,#N/A,#N/A,negative,#N/A
CH:0511.04,103.199997,46.515873,6.50198889,negative,VD,MORGES CENTRE (AR),negative,A 1
CH:0694.03,118.699997,47.1189919,8.37459469,positive,LU,ROOT (AB),positive,A 14
CH:0694.04,110.0,47.1189651,8.37459755,positive,LU,ROOT (AB),positive,A 14
CH:0296.06,69.5,47.0190964,8.29653549,,LU,"HORW, SCHLUNDTUNNEL (AB)",,A 2
CH:0203.01,77.6999969,46.2304535,9.11452007,negative,GR,ROVEREDO (AS),negative,A 13
CH:0194.01,85.5,47.3889656,8.41390514,positive,ZH,URDORF (AB),positive,A 3
CH:0056.06,92.6999969,47.0048485,7.49358559,negative,BE,"SCHOENBUEHL, GRAUHOLZ (AB)",negative,A 1
CH:0056.03,104.400002,47.0047722,7.49374151,positive,BE,"SCHOENBUEHL, GRAUHOLZ (AB)",positive,A 1
CH:0240.05,87.3000031,47.4244385,8.56947613,negative,ZH,"UMF. ZUERICH N, SEEBACH (AB)",negative,A 1C
CH:0272.02,99.5,46.1945877,6.07825279,positive,GE,"GENEVE, PONT DU RHONE (AR)",positive,A 1
CH:0304.02,103.199997,47.14814,8.17442703,negative,LU,EICH (AB),negative,A 2
CH:0515.01,61.5,47.5306053,8.77463531,,ZH,ANSCHLUSS OBERWINTERTHUR 2 (AB),,A 1
CH:0097.04,97.6999969,47.4566994,8.30743122,positive,AG,"BADEN, BAREGGTUNNEL (AB)",positive,A 1
CH:0785.03,122.599998,47.5823441,9.01882362,negative,TG,ESCHIKOFEN,negative,A 23
CH:0102.01,92.0,47.5446053,7.78234196,positive,AG,RHEINFELDEN (AB),positive,A 3
CH:0171.01,,47.0832863,8.63847733,negative,SZ,SATTEL N,negative,H 8
CH:0674.02,121.300003,46.9466362,6.83698082,positive,NE,BOUDRY (AR),positive,A 5
CH:0605.04,56.0,47.4083748,9.30787277,,SG,"ST.GALLEN, ANSCHL. BREITFELD",,A1
CH:0209.02,84.0,46.0787735,7.05328083,negative,VS,"MARTIGNY, LE BROCARD",negative,H 21
CH:0391.02,78.0,46.6516914,6.78874731,positive,VD,MOUDON S,positive,H 1
CH:0250.03,122.800003,46.3121529,6.946908,negative,VD,AIGLE E (AR),negative,A 9
CH:0249.01,100.5,46.3171997,6.14579296,positive,VD,COPPET W (AR),positive,A 1
CH:0338.06,98.3000031,47.4507256,8.25931358,negative,AG,BADEN-WEST (AB) - AG1442,negative,A 1
CH:0201.02,129.0,46.2405014,7.3939662,positive,VS,SION E  (AR),positive,A 9
CH:0829.04,114.5,47.1486397,9.03940105,negative,GL,BILTEN (AB),negative,A 3
CH:0830.04,112.5,47.128727,9.08473492,negative,GL,NIEDERURNEN (AB),negative,A 3
CH:0554.02,,47.4849434,7.77745056,negative,#N/A,#N/A,negative,#N/A
CH:0337.03,117.0,47.4267273,8.23500824,negative,AG,BIRRHARD (AB) - AG1406,negative,A 1
CH:0394.02,43.7000008,47.0481606,9.06077671,negative,GL,GLARUS N,negative,H 17
CH:0722.01,43.2999992,46.2019615,7.01529169,,VS,CCTL ST MAURICE OST,,A 9
CH:0333.02,121.0,46.6649284,6.5713625,positive,VD,BAVOIS (AR),positive,A 1
CH:0104.04,80.5,46.9209061,7.50716734,positive,BE,MURI BE S (AB),positive,A 6
CH:0022.02,123.300003,47.3674622,9.62201595,negative,SG,KRIESSERN (AB),negative,A 13
CH:0313.01,118.599998,46.2076645,7.27202749,positive,VS,ARDON (AR),positive,A 9
CH:0043.02,99.5999985,46.5296211,6.54129362,positive,VD,PREVERENGES (AR),positive,A 1
CH:0640.01,77.0999985,47.5303383,8.81423473,,ZH,ANSCHLUSS ATTIKON (AB)),,A 1
CH:0640.04,125.199997,47.530529,8.81430244,negative,ZH,ANSCHLUSS ATTIKON (AB)),negative,A 1
CH:0640.05,118.400002,47.5305634,8.81431103,negative,ZH,ANSCHLUSS ATTIKON (AB)),negative,A 1
CH:0317.08,68.0,47.6470909,8.65016651,,ZH,BENKEN ANSCHLUSS (AB),,A 4
CH:0857.02,116.599998,46.7486839,7.60231972,negative,BE,"THUN, ALLMENDTUNNEL S (AB)",negative,A 6
CH:0354.01,,46.518856,7.31044197,negative,BE,SAANENMOESER,negative,H 11
CH:0607.04,104.599998,47.285183,8.55678558,negative,ZH,THALWIL ( AB) - ZH104,negative,A 3
CH:0059.02,117.599998,46.9974823,6.95201683,positive,NE,TRAV. DE NEUCHATEL E (AR),positive,A 5
CH:0232.03,,46.1483612,7.15333271,negative,VS,SAXON W (AR),negative,A 9
CH:0348.01,,47.5447845,7.80132627,,AG,RHEINFELDEN (AB) - AG1427,,A 3
CH:0348.06,,47.5452919,7.80111504,negative,AG,RHEINFELDEN (AB) - AG1427,negative,A 3
CH:0105.04,41.0,47.2108917,8.54365826,positive,ZG,BAAR N (AB),positive,A 14
CH:0040.02,90.5,46.9527626,8.27787113,positive,OW,ALPNACHSTAD (AB),positive,A 8
CH:0174.01,32.2999992,47.0511894,6.71952486,negative,NE,COL DES ROCHES,negative,H 20
